content,cleaned_text,score,sentiment
"Makin di update makin patah patah, padahal sinyal bagus. Terus, kalo ngasih musuh itu yg sepadan. Karena banyak orang yg capek kalo ketemu musuh/tim yg ""beda"" Banget dari biasanya. Tolong perbaiki lagi. Terimakasih.",update patah patah sinyal bagus kalo ngasih musuh padan orang capek kalo ketemu musuhtim beda banget tolong baik terimakasih,3,neutral
Game nya bagus grafik lumayan enak dah kalian harus download game nya itu agak toxic tapi lumayan lah terus kalau ada yang toxic langsung di sensor jadi gak akan muncul di chat nya tim atau musuh karna dianggap tidak sesuai dengan peraturan dan kalau ada citer gak bakal ada karna sebelum mulai moontun udah tidak memper ijinkan dari awal masuk jadi ayo download sekarang tapi mohon moontun untuk memperbaiki bug,game nya bagus grafik lumayan enak dah download game nya toxic lumayan toxic langsung sensor gak muncul chat nya tim musuh karna anggap sesuai atur citer gak karna moontun udah memper ijinkan masuk ayo download mohon moontun baik bug,4,positive
"Dari bintang 5 saya turunkan jadi bintang 2 Alasannya: game ini setelah update terus terusan jdi bnyk kurangnya seperti jaringan jadi tidak stabil,dapat musuh tidak sesuai sama kemampuan tim sendiri (rekan tim seperti bot sedangkan musuhnya pada jago"")",bintang turun bintang alas game update terus jdi bnyk kurang jaring stabildapat musuh sesuai mampu tim rekan tim bot musuh jago,2,negative
Untuk Moonton Tolong sesuaikan update Mobile Legends ini dengan ram ram hp tertentu ram 4 GB sudah full data tetapi kenapa tiba tiba Heronya menjadi smooth atau bulat bulat ini tidak tahu apa karena bug sistem atau handphone saya bermasalah tolong kalo ini bug sistem perbaiki dengan baik semoga dinotice,moonton tolong sesuai update mobile legends ram ram ram full data hero smooth bulat bulat bug sistem handphone masalah tolong kalo bug sistem baik moga dinotice,4,positive
"Mohon penyesuaian jaringan dan database dalam mode offline jangan mendownload ulang kembali , Masalah bug masih bisa di maklumi akan tetapi kalau ada pemain cheat langsung terdeketsi !!! CATAT BAIK BAIK MOONTON.",mohon sesuai jaring database mode offline mendownload ulang bug maklum main cheat langsung terdeketsi catat moonton,5,positive
"Game setiap bulan selalu update, tapi jaringan gak di upgrade, tolong lah kalau buat game tu jangan mikir penghasilan Mulu, mikir lah tentang para penggunannya,jaringan udh pakai yg cepat juga gk stabil, sebenarnya update setiap bulan itu memperbaiki tentang permainan atau untuk menambah penghasilan doang?",game update jaring gak upgrade tolong game mikir hasil mulu mikir penggunannyajaringan udh pakai cepat stabil update baik main tambah hasil doang,1,negative
"Mohon kerjasama tolong perbaikan masalah sinyal disaat war merah ijo terus tapi disaat mati langsung bajus, dan lagi tolong dipertimbangkan lagi rekan 1tim sangat tidak seimbang dengan musuhnya. Mobile legends sekarang makin berat. Menurut saya gamenya udah bagus seru ,banyak pelajaran yg bisa diambil.",mohon kerjasama tolong baik sinyal saat war merah ijo saat mati langsung bajus tolong timbang rekan tim imbang musuh mobile legends berat gamenya udah bagus seru ajar ambil,1,negative
"Tolong dong ini di update malah makin banyak bug, patah patah setiap 3 detik, padahal penyimpanan masih luas, sinyal juga bagus, tolong perbaiki lagi🙏",tolong update bug patah patah detik simpan luas sinyal bagus tolong baik,3,neutral
"Halo untuk moonton, game nya bagus, dan mudah untuk dimainkan, tapi tolong agar perbaiki disaat mode offline, Musuh atau computer itu ada bug, seperti, saat baru mulai tiba tiba computer tidak bergerak, melawan, kadang kadang muncul tiba tiba mohon diperbaiki ya :D",halo moonton game nya bagus mudah main tolong baik saat mode offline musuh computer bug computer gerak lawan kadang kadang muncul mohon baik,3,neutral
"Overall sudah bagus, dari segi Grafik, Gameplay, sama penyeimbangan battefield, tapi ada beberapa yang setelah update yang op tambah op, yang udh perfect di revamp jadi tambah op, sehingga keseimbangan battlefield sedikit berat sebelah",overall bagus segi grafik gameplay imbang battefield update udh perfect revamp imbang battlefield berat belah,5,positive
"assalamu'alaikum, jadi gini bang. kenapa ketika pelayer main Reng itu selalu mendapatkan tim yang kurang seimbang gitu, dan kejadian itu sering bangat saya alami. jadi untuk developer tolong setelah update di mecth nya di kasih musuh seimbang ya. itu aja meksaih, (semangat developer)",assalamualaikum gin bang layer main reng tim imbang gitu jadi bangat alami developer tolong update mecth nya kasih musuh imbang aja meksaih semangat developer,5,positive
"Pihak MOONTON, sebaik nya animasi karakter hero diberanda segera lah di hapus, sebab karena tidak berguna, bahkan justru malah membuat ponsel nge lag saat animasi bergerak pada pengguna ponsel spesifikasi rendah. Terimakasih",moonton nya animasi karakter hero beranda hapus guna ponsel nge lag animasi gerak guna ponsel spesifikasi rendah terimakasih,2,negative
"saya sangat kecewa untuk system pertandingan ,, pertandingan saya sudah ribuan kenapa dapat rekan tim yang pertandinganya 100 sampai 300 , dan sedangkan musuh level nya di atas level saya ,, kita main game untuk hiburan bukan untuk memperberat emosional .. sungguh game paling aneh untuk system pertandingannya",kecewa system tanding tanding ribu rekan tim pertandinganya musuh level nya level main game hibur berat emosional sungguh game aneh system tanding,3,neutral
"Ulasan season 29 udah bintang 5.tapi tidak dengan season ini😕☹️. Selama season ini signal saya selalu jelek,ping merah gantian terus, ada apa dgn update kali ini? Padahal signal 4G kata om service tower, towernya baik kok gak ada masalah.tapi kok signalnya jelek sih,akibatnya performa bermain saya jadi kurang memuaskan, hp saya pun jadi kena retakan jadinya saya buat😅 saking kesalnya dengan masalah ini",ulas season udah bintang season season signal jelekping merah ganti dgn update kali signal service tower towernya gak masalahtapi signalnya jelek sihakibatnya performa main muas kena reta saking kesal,2,negative
"Kepada mobile legends Saya terlalu sering mengalami bug seperti hilang nya suara hero , basic attack hero, dan kadang-kadang data yang saya download di game hilang dan tampilan hero kembali menjadi bulat, saya sampe sempat mengunistal mobile legends saya beberapa kali, tapi setelah beberapa jam kembali seperti itu, jika ini bug harap di tindaki Terimakasih",mobile legends alami bug hilang nya suara hero basic attack hero kadangkadang data download game hilang tampil hero bulat sampe mengunistal mobile legends kali jam bug harap tindak terimakasih,3,neutral
"Saya mersakan frame drop di android saya ketika di android 12 hp saya masih lancar bermain dan tidak mengalami frame drop atau patah patah, tapi saat saya update ke android 13 saya mulai merasakan frame drop yang parah mohon untuk di komtibel kan lagi monton untuk performa di android 13.🙏🙏🙏😥",mersakan frame drop android android lancar main alami frame drop patah patah update android rasa frame drop parah mohon komtibel monton performa android,3,neutral
"Harusnya biarkan player anda yang menentukan, konten dan grafis.contoh dia pakai grafis sedang. Biar player yg nentukan download pilihan sesuai system smartphone. Bukan anda. Jd tidak stuk di mengecek rescourse. Dan berulang ulang mengunduh konten. Hingga kuota internet habis 3 gb setiap hari.",biar player tentu konten grafiscontoh pakai grafis biar player nentukan download pilih sesuai system smartphone stuk ecek rescourse ulang ulang unduh konten kuota internet habis,3,neutral
"untuk ml versi terbaru ini sangat tidak menyenangkan, game menjadi terasa berat dan rasa ke-moba an nya menjadi seperti hilang karena adanya gambar Hero di depan, terjadi banyak masalah dimana semua data sudah full download tpi hero tetap telor.",versi baru senang game berat kemoba nya hilang gambar hero mana data full download tpi hero telor,1,negative
Mobil legend makin lama makin parah keamanannya bener2 gak di perhatiin banyak yang ngecheat di arena. Sinyal sangat stabil tiba2 lag parah. Tolong perbaikin lagi masalah keamanan banyak banget tangan usil. Game aja bisa mereka menipulasi apalagi pas kerja nilep duit kalo min. Makasih 🙏,mobil legend parah aman bener gak perhatiin ngecheat arena sinyal stabil lag parah tolong perbaikin aman banget tangan usil game aja menipulasi pas kerja nilep duit kalo min makasih,3,neutral
"Game nya seru, cmn kekurangan nya yaitu sinyal di game yg tiba tiba aja jdi jelek padahal sinyal di tempat ku bagus bagus aja dan juga tolong data di game nya jangan banyak banyak jdi nguras memori banget, pas awal download aja udh hbs beberapa GB dri penyimpanan. Itu aja sih selebihnya oke aja",game nya seru cmn kurang nya sinyal game aja jdi jelek sinyal bagus bagus aja tolong data game nya jdi nguras memori banget pas download aja udh hbs dri simpan aja sih lebih oke aja,4,positive
"Masalah jaringan tidak nyaman. Sebelum-sebelumnya meski kuning tetap bisa bermain. Sekarang meski hijau, kalau mencapai ping 80 hero nge-freeze, tidak bisa digerakkan. Selanjutnya hanya bisa menonton AI yang memainkan. Menonton itu tidak menyenangkan.",jaring nyaman sebelumsebelumnya kuning main hijau capai ping hero ngefreeze gerak tonton main tonton senang,1,negative
"Untuk Moonton tolong perbaiki masalah jaringan karena banyak bug jaringan yang saya alami padahal saya sudah memakai WiFi yang bisa untuk bermain game"" seperti ini, saya sudah mencoba melakukan double koneksi wifi & data tapi tetap saja masih terasa lag, dari memori internal saya masih luas 68gb tetapi game seperti terasa berat dibandingkan S29.",moonton tolong baik jaring bug jaring alami pakai wifi main game coba double koneksi wifi data lag memori internal luas game berat banding,1,negative
"Game nya baguss tapi ada sedikit yg membuat saya tidak nyaman saya sudah download data dalam semuanya mengapa hero nya masih tidak terlihat dan masi bulat"" skin juga tidk terlihat padahal dh download data dalam semuanya",game nya baguss nyaman download data hero nya mas bulat skin tidk download data,3,neutral
"Ukuran File yg terlalu besar sampai 7GB++, gameplay makin berat dan lambat, padahal pakai Grafik Rendah. Pada koneksi ping yg stabil dan aman... Mohon utk diperbaiki...",ukur file gameplay berat lambat pakai grafik rendah koneksi ping stabil aman mohon utk baik,4,positive
"Semenjak update terbaru game mengalami penurunan sinyal dan sering crush, d tambah saya udh full update semua gambar Hero sampai skin smua hilang dan berat padahal hape baru cuma game ini doang yg online tapi malah kayak berat bgt dan sering lag. Tolong ya moonton saya jdi kurang nyaman dalam bermain masih mending season sebelumnya..",semenjak update baru game alami turun sinyal crush udh full update gambar hero skin smua hilang berat hape game doang online kayak berat bgt lag tolong moonton jdi nyaman main mending season,2,negative
Gamenya bagus tapi tolong timnya ga sesuai sama musuh....... Terus kalo mau naik pangkat selalu ke drak sistem paling males kalo udah kaya jadi aku kurangin bintangnya jadi tolong perbaiki lagi!!!!!!!,gamenya bagus tolong tim sesuai musuh kalo pangkat drak sistem males kalo udah kaya rangin bintang tolong baik,3,neutral
"Sinyal yg buruk,gameplay yg tidak seimbang dan player yg toxic...itu semua pernah saya alami/temukan,apa lagi saat ada notif dan kita tidak sengaja ke tap,padahal tidak sampe 5dtk kita keluar game,tapi terpaksa ke realog,memang tidak masalah tapi yg bikin masalah itu saat bagian di mana kita ingin kembali ke game/pertandingan,di situ di suruh menunggu persenan untuk mencapai 100%agar kita bisa masuk ke game tapi di situ sangat2 lama untuk di tunggu bahkan butuh waktu sampai 10mntan...sekian.....",sinyal burukgameplay imbang player toxicitu alamitemukanapa notif sengaja tappadahal sampe dtk gametapi paksa realogmemang bikin gamepertandingandi situ suruh tunggu persen capai masuk game situ tunggu butuh mntansekian,2,negative
"Sistemnya sekarang benar-benar kurang ajar, pasti setiap kali dari epic 2 sampai legend 2 pasti reconnect sendiri terus menerus dan tidak bisa masuk ingame, padahal sinyal lancar banget, memori dan ram juga masih banyak. Mohon diperbaiki jangan bikin sistem yang kurang ajar",sistem benarbenar ajar kali epic legend reconnect terus masuk ingame sinyal lancar banget memori ram mohon baik bikin sistem ajar,1,negative
"Beberapa kekurangan game ini: 1. Banyak pemain nge cheat/bot yg terkesan sengaja dibiarkan agar org2 tertentu menang dan memiliki statistik bagus 2. Jaringan kurang bagus dan tidak fair antar masing2 player. Terkesan ada player yg diberikan akses jaringan lebih baik dari yang lain 3. Statistik terkesan sudah diatur sistem. Ketika anda menang, selanjutnya akan dipersulit pada game berikutnya dengan modus, digabung dengan pemain2 statistik jelek, jaringan dibuat lag, banyak gerakan otomatis.",kurang game main nge cheatbot kes sengaja biar org menang milik statistik bagus jaring bagus fair player kes player akses jaring statistik kes atur sistem menang sulit game modus gabung main statistik jelek jaring lag gera otomatis,4,positive
"Gak usah lah bagi bagi data yang didownload, bikin bug aja mulai dari gak bisa lihat demonstrasi skill, beberapa bagian hero jadi bulat, data hilang sendiri padahal gak ngaktifin pembersihan skin, kalo bisa ya kembalikan kalo gak ya dioptimalkan fiturnya biar gak ada bug lagi",gak data didownload bikin bug aja gak lihat demonstrasi skill hero bulat data hilang gak ngaktifin bersih skin kalo kembali kalo gak optimal fiturnya biar gak bug,1,negative
"Yth moonton game sudah sangat bagus, terima kasih banyak. Tetapi saya mau menyarankan kalau bisa agar lebih teliti lagi untuk player solo rank karena terkadang saat match making banyak terdapat player random yang mainnya kurang bagus karena pengalaman bertanding mereka masih sangat kurang untuk itu kalo bisa pada saat match making agar di filter dan di sesuaikan rekan tim yang sekiranya pertandingannya mendekati atau dalam satu tim itu sama atau imbang, kiranya menjadi bahan pertimbangan..",yth moonton game bagus terima kasih saran teliti player solo rank terkadang match making player random main bagus alam tanding kalo match making filter sesuai rekan tim tanding dekat tim imbang bahan timbang,5,positive
"Setiap main pas di loading main pas baru mulai harus nunggu bisa sampe 5 mnit lebih, terus ada suara ""nging"" padahal hampir grafik semua hampir rata kiri, resource aja pilih 1. Dapet tim diranked bagus diawal 1 match dpt bagus giliran match ke2 smpe setrusnya dpet dark system, dapet tim ngetroll, yang match nya masih puluhan lah. Grafik hampir semua rata kiri kok masih bisa frame, freeze. Ini saya kasih bintang 1 semoga diperbaiki, yang di fix itu sistemnya malah byk event sama update.",main pas loading main pas nunggu sampe mnit suara nging grafik kiri resource aja pilih dapet tim diranked bagus awal match dpt bagus gilir match smpe setrusnya dpet dark system dapet tim ngetroll match nya puluh grafik kiri frame freeze kasih bintang moga baik fix sistem byk event update,1,negative
"Terjadi masalah pada download resource yang gak bisa dijeda , itu smcam bug atau apa ya , tiba² kuota kesedot abiss tolong segera perbaiki biar bisa dijeda , jadi bisa download yg diperlukan saja terima kasih 🙏😊",download resource gak jeda smcam bug kuota sedot abiss tolong baik biar jeda download terima kasih,3,neutral
"Sekarang game ini terus mengalami kekurangan performanya, makin berat, makin banyak cheater, makin banyak kekurangan nya saat ini, jangan hanya grafik terus yang di tingkatkan, keaman server juga perlu agar permainan berjalan lancar dan menyenangkan tanpa adanya kecurangan dari cheater",game alami kurang performa berat cheater kurang nya grafik tingkat aman server main jalan lancar senang curang cheater,4,positive
"Gamenya sudah bagus, tapi kak kenapa saat update di ml saya pengaturan manajemen konten sama highlight nya hilang, lalu saat saya mau membuka even sama star light tiba tiba layar saya hitam, padahal saya sudah update yang terbaru. Tolong di perbaiki ya",gamenya bagus kak update atur manajemen konten highlight nya hilang buka even star light layar hitam update baru tolong baik,4,positive
"Setelah update tampilan interfacenya makin keren!! banyak events, dan juga banyak skin hero baru yang bagus. Efek bertarungnya juga bagus. Semoga makin ditingkatkan lagi ya. Minusnya cuman satu ""kok highlights nya kadang hilang ya? Padahal udh aku aktif in"". Dan untuk masalah jaringan saat bertanding sejauh ini bagus² aja sih.",update tampil interfacenya keren events skin hero bagus efek tarung bagus moga tingkat minus cuman highlights nya kadang hilang udh aktif jaring tanding bagus aja sih,5,positive
"Sekarang lebih banyak bug. Padahal, sudah semuanya di download data, tapi tiba² gambar di menu utama hilang. Kalau mau seperti semula, harus hpus game nya, download ulang lagi. Rugi kuota, rugi waktu sekarang cuma gara² bug yang begini. Udh download semua datanya, tapi tiba² beberapa gambar, konten, hilang. Cek di download, padahal sudah di download semua.....",bug download data gambar menu utama hilang hpus game nya download ulang rugi kuota rugi gara bug udh download data gambar konten hilang cek download download,1,negative
"moonton tolong ya untuk sistem matchmaking nya di perbaiki terutama pada jumlah tim, itu sangat merugikan contoh nya saya lagi duo musuh nys trio. tolong lah moonton di perbaiki dari awal season 30 matchmaking nya rusak mulu sumpah itu bikin rugi banget moonton saya hari untuk sistem matchmaking nya di perbaiki, terimakasih.",moonton tolong sistem matchmaking nya baik tim rugi contoh nya duo musuh nys trio tolong moonton baik season matchmaking nya rusak mulu sumpah bikin rugi banget moonton sistem matchmaking nya baik terimakasih,3,neutral
"Ini sehabis update, hero nolan, maen brawl,claisc,rank knp jadi 2-5 detik jaringan merah yaa?terus 2-3 detik hijau yaa? Apa memperngaruh, ketika saya pt5 dgn publik. 1 team sinyal merah semua. Sehabis match, sampe skrg. Malah sinyal gk jelas. Padahal sinyal bar stabil di 3-4...",habis update hero nol maen brawlclaiscrank knp detik jaring merah yaaterus detik hijau yaa memperngaruh dgn publik team sinyal merah habis match sampe skrg sinyal sinyal bar stabil,1,negative
"Game bagus sih bagus cuman ya mohon maaf moonton saya agak heran,kenapa saat dipertengaha. Game ada yg ngajak ribut + jaringan ngelag sekali, maaf moonton,untuk update udah bagus ,cuman usahakan di perbaiki lagi ok moonton. Thanks . For Rakha",game bagus sih bagus cuman mohon maaf moonton herankenapa dipertengaha game ngajak ribut jaring ngelag maaf moontonuntuk update udah bagus cuman usaha baik moonton thanks for rakha,4,positive
"Untuk moonton setelah update sistem bulan ini, saya merasa kecewa dengan frame rate, fps, patah², tidak lancar di lobby. Untuk ram oke² aja 8Gb per 128Gb, jangan event doang lah yang ditingkatin, syistem² pelancaran game nya juga penting banget di game termasuk MLBB, saya harap kata² ini bisa menjadi pelajaran untuk moonton, semoga di perbaiki kelanjutannya, thnks🙏",moonton update sistem kecewa frame rate fps patah lancar lobby ram oke aja event doang ditingkatin syistem pelancar game nya banget game mlbb harap ajar moonton moga baik lanjut thnks,1,negative
"Ga ada sama sekali pengoptimalan matchmaking, ditambah sering lag dan patah"", saya harap dari development segera menangani masalah ini, bukan hanya satu player aja, bahkan yang lain juga merasakan jaringan yang naik turun ketika dah masuk game nya",optimal matchmaking tambah lag patah harap development tangan player aja rasa jaring turun dah masuk game nya,1,negative
"Ini game semakin kemari semakin bagus,tapi pas di lobi hp kenapa cepat panas? Padahal masi dilobi belum main match,dan juga menu UI yang baru masi agak lag dan patah patah,semoga pihak moonton memperbaiki hal ini",game kemari bagustapi pas lobi cepat panas mas lobi main matchdan menu mas lag patah patahsemoga moonton baik,4,positive
"Untuk saat ini update nya semakin bagus tidak ada bug apapun tapi fitur mengecek resource sangat menggangu karena tidak bisa mendownload fitur sebelum di cek mungkin kedepannya bisa dipercepat atau dihilangkan karena untuk player new sama fitur mengecek resource ini mungkin agak keganggu karena download fitur seperti skin,audio,skin hd,map itu penting ya masa kalo di cek terus kemungkinan bingung saya aja bingung gak selesai"" download fitur eh ternyata malah dicek padahal menurut saya ga penting",update nya bagus bug apa fitur ecek resource menggangu mendownload fitur cek depan cepat hilang player new fitur ecek resource ganggu download fitur skinaudioskin hdmap kalo cek bingung aja bingung gak selesai download fitur cek,3,neutral
Untuk game nya seru bisa buat Mabar sama temen dan gampang untuk pemula dari yg WARRIOR sampai ke GM.Tapi kalau udh di epik kadang mainnya udh mulai susah dikarenakan musuh nya lebih jago di bandingkan tim sendiri yang biasa orang bilang DARK SISTEM.Tolong dong masalah kek gini harus di pertimbang lagi kalau soal matchmaking biar tim sama musuh nya seimbang dan tolong juga untuk minimal blacklist nya harus 5 atau bisa lebih karena masih banyak player yg nyusahin apa lagi di epik😌🙏,game nya seru mabar temen gampang mula warrior gmtapi udh epik kadang main udh susah musuh nya jago banding tim orang bilang dark sistemtolong kek gin timbang matchmaking biar tim musuh nya imbang tolong minimal blacklist nya player nyusahin epik,4,positive
"Jangan di banyakin event nya doang, benerin dulu sistem jaringan nya, event di gedein benerin jaringan aja kaga bisa, sinyal stabil, di loby stabil, matching stabil, bagian in game busuk, pas war busuk, sinyal 4G+ tapi masih aja lag, org main game mau seneng"" malah jadi stress gara"" game nya,",banyakin event nya doang benerin sistem jaring nya event gedein benerin jaring aja kaga sinyal stabil loby stabil matching stabil game busuk pas war busuk sinyal aja lag org main game neng stress gara game nya,1,negative
"Kenapa lg ini game. Kalian juga tahu sendiri lah,banyaknya masalah matchmaking game ini. Mulai dari tim dongo,gk seimbang,ngetroll,gk bisa main,dll Ditambah lagi update interface yg bikin gamenya makin berat. Jadi sering lag,ping naik turun,ngeframe drop dah jadi makanan sehari-hari. Hp menengah kebawah mulai kelojotan jalanin ini game, walaupun pakai grafis rata kiri. Tiap update selalu utamain skin,event dan gk memperhatikan kenyamanan gameplay dan keluh kesah para playernya. Entahlah... N bg",game lahbanyaknya matchmaking game tim dongogk seimbangngetrollgk maindll tambah update interface bikin gamenya berat lagping turunngeframe drop dah makan seharihari tengah bawah kelojot jalanin game pakai grafis kiri update utamain skinevent perhati nyaman gameplay keluh kesah playernya,1,negative
"Tolong diperbaiki soal rekan tim. Tidak masuk akal jika tiba"" lose streak padahal awalnya selalu menang. Jika hanya karena mempertahankan medal, lebih baik rank itu sendiri dihapuskan atau sebaiknya dikelola dengan baik. Mengingat game ini banyak dimainkan. Tolong kenyamanan player diutamakan dari untung kalian sendiri. Dark system sangat mengecewakan.",tolong baik rekan tim masuk akal lose streak menang tahan medal rank hapus kelola game main tolong nyaman player utama untung dark system kecewa,1,negative
"Setelah update malah jadi jelek banget, bug di mana-mana. Resource skin dan hero sudah didownload 100% tetapi skin dan hero tetap saja tidak dapat dilihat. Dari lobby sampai ingame bentuk hero masih saja bulat biru seperti saya sebelum mendownload resource dalam game. Mohon moonton diperbaiki secepat mungkin bug ini.",update jelek banget bug manamana resource skin hero didownload skin hero lobby ingame bentuk hero bulat biru mendownload resource game mohon moonton baik cepat bug,1,negative
Masa musuhnya g kliatan. Cuma cahaya bulat aja. Mesti liat map baru tau musuh itu pakai hero apa. Parahnya tembakanya jg g kliatan. Bahkan suara lg di tembak jg g ad. Tiba2 darah habis aja. Mw menghindar jg bingung krn g kliatan. Syg upload ss contohnya,musuh kliatan cahaya bulat aja mesti liat map tau musuh pakai hero parah tembakanya kliatan suara tembak darah habis aja hindar bingung krn kliatan syg upload contoh,1,negative
"Dear moonton Kami merasa tidak nyaman di season 30 ini banyak bug,lag,tidak semua player ingin tampilan HD utamakan kenyamanan karena ini game paling merakyat apa mungkin kami warga Ram 4GB ,3GB tidak layak lgi bermain Game ini percuma kalian tingkatkan kualitas HD kalau hanya untuk di tinggalkan Aku player lama dari main dari Ram 1GB baru kecewa sekarang pdahal ram 4GB sangat menyesalkan Kembalikan kenyamanan Kami moonton Terimakasih",dear moonton nyaman season buglagtidak player tampil utama nyaman game rakyat warga ram layak lgi main game tingkat kualitas tinggal player main ram kecewa pdahal ram sesal kembali nyaman moonton terimakasih,3,neutral
"halo moonton! bagaimana kabarnya.. maaf moonton, langsung ke inti saja, maaf karena saya hanya memberi rating 2 pada game nya. sebenarnya game ini bagus, dari segi grafik, animasi, dan yang lainnya. cuma mohon moonton... untuk matching saat rank harap di perbaiki😁 karena saya lama lama bisa stres mengangkat 4 orang yang tidak bisa bermain sama sekali.. mohon ya moonton, segera di perbaiki! sekian terima kasih banyak, saya tunggu!!:DD",halo moonton kabar maaf moonton langsung inti maaf rating game nya game bagus segi grafik animasi mohon moonton matching rank harap baik stres angkat orang main mohon moonton baik sekian terima kasih tunggudd,2,negative
"Game ini sebenarnya bagus tapi karena update makin lama ram yg di butuhkan semakin besar, dan tolong min benerin dong bug nya saya baru masuk malah keluar lagi, atau itu hny sy ya? Intinya tolong perbaiki bug nya ya min",game bagus update ram butuh tolong min benerin bug nya masuk hny inti tolong baik bug nya min,4,positive
Saya heran sama data mlbb saya. knp semua data yg sudah saya donloowd dari tahap 1 sampai tahap 5 malah kembali di tahap 3 pas di buka besoknya 😒. Malahan gk bisa main di mcl saya sudah nunggu 2 minggu lohh. Tapi tetap gk bisa main jadi males awak mainny. Kalau utu kesalahan HP saya. Saya mohon maaf. Tapi kalau gemny yang salah mohon 🙏🙏 Diperbaiki,heran data mlbb knp data donloowd tahap tahap tahap pas buka besok main mcl nunggu minggu lohh main males awak mainny utu salah mohon maaf gemny salah mohon baik,3,neutral
"Halo moonton!!, Aku ingin memberitahu untuk buatlah fitur yg benar² membantu player dg ram 3gb. Jujur saja, saya sedikit kesulitan dengan update terbaru. Terima kasih",halo moonton memberitahu buat fitur bantu player ram jujur sulit update baru terima kasih,3,neutral
"Kenapa saat saya menghapus beberapa konten, konten itu terus-menerus ter-Download ulang setiap selesai match atau setiap login. Ini benar-benar mengganggu karena selama di interface utama ping saya tinggi, sementara proses download tidak bisa dihentikan. Mohon diperbaiki.",hapus konten konten terusmenerus terdownload ulang selesai match login benarbenar ganggu interface utama ping proses download henti mohon baik,3,neutral
"ini game kenapa si? habis update & pembaruan ke versi terbaru malah makin banyak bug nya, mulai dari cek resource yang macet kalo ga gitu hero masih pada bulat padahal semua data sudah di download, makin kesini ML makin buruk aja, kualitas buruk data apk besar, ga faedah!!! besok² kalo mau update di cek dulu apa ada sistem yg bermasalah atau kurang",game habis update baru versi baru bug nya cek resource macet kalo gitu hero bulat data download kesini buruk aja kualitas buruk data apk faedah besok kalo update cek sistem masalah,1,negative
"Moonton ini kenapa data resource mobile Legend saya error , padahal saya sudah download semua data data penting seperti skin,event,dll.sampe total size aplikasinya sekarang sekitar 6,5gb , tapi kenapa hari ini 6/10/23 malah error , ada banyak skin dan event yg hilang padahal di situ data yg saya dwonload masih lengkap tidak ada yg terhapus , sudah saya dwonload ulang beberapa data yg penting tapi tetap masih sama saja error , ini gimana ?? Tolong solusinya",moonton data resource mobile legend error download data data skineventdllsampe total size aplikasi error skin event hilang situ data dwonload lengkap hapus dwonload ulang data error gimana tolong solusi,3,neutral
"Tadi pakai hero Aamon kenapa sering sekali salah sasaran Serangnyaa bukan hero lawan malahan ke Minion atau monster terus mau pakai skill 3nyaa udah di pencet gak aktif aktif berkali-kali posisi dekat lagi, terus mau mundur pastinya maju dulu baru mundur, kalo jaringan aman warna hijau sampai pertandingan sampai selesai masih aman Sering terjadi dalam permainan. Terima",pakai hero aamon salah sasar serangnyaa hero lawan minion monster pakai skill nyaa udah pencet gak aktif aktif berkalikali posisi mundur pasti maju mundur kalo jaring aman warna hijau tanding selesai aman main terima,1,negative
Game ini sangat bagus saya di buatnya losestreak 27 kali padahal sedikit lagi mytick. Dengan tim yang troll dan sebagainya tapi saya suka karena menantang lain kali berikan tim yang afk semua saja dari pada 4 nggk guna lebih kuat kan musuhnya agar saya turun gm terima kasih.,game bagus buat losestreak kali mytick tim troll suka tantang kali tim afk nggk kuat musuh turun terima kasih,5,positive
"game kamu bagus hanya terkadang pemainnya saja yang tak tahu arah, moonton udah bekerja keras, saya mengerti sekarang, saran saya saat matching itu di percepat saya pernah menunggu 3 menit untuk masuk ini game dan apes nya lagi saya dapat tim tidak jelas, secara keseluruhan sudah bagus, makasih moonton udah ada, makasih moonton udah nemenin saya dari kecil",game bagus terkadang main arah moonton udah keras erti saran matching cepat tunggu menit masuk game apes nya tim bagus makasih moonton udah makasih moonton udah nemenin,5,positive
"Yahhh...mungkin ini akan menjadi game terakhir saya,saya dulu sangat suka dengan game ini tapi waktu begitu cepat memisahkan kita.game nya semakin berkembang semakin sering update mungkin banyak player yang senang akan update next project ini namun bagi kami tidak! Kami bermain game ini di device yang rendah dan kami paksakan untuk main dan ini saatnya kita berpisah karena device saya sudah berteriak teriak saat bermain dan sering foreclose waktunya mengucapkan selamat tinggal👋",yahhhmungkin game sayasaya suka game cepat pisah kitagame nya kembang update player senang update next project main game device rendah paksa main pisah device teriak teriak main foreclose selamat tinggal,3,neutral
"Untuk grafis dan game play sih udah oke, cuman kalau masalah jaringan emng susah kadang naik kadang turun harus bener bener pake 2 jaringan WiFi + paket data sekaligus biar lancar.. 4 bintang dulu deh",grafis game play sih udah oke cuman jaring emng susah kadang kadang turun bener bener pake jaring wifi paket data biar lancar bintang deh,3,neutral
"Kenapa setiap saya login selalu harus update data ulang ? Padahal saya sudah update semuanya sampai selesai . Dan setiap selesai main selalu mengecek resource yang sangat lama . Update an makin aneh aja makin kesini , Saya main udah dari SEASON 5 loh . Baru kali ini ngerasa aneh banget sama ml setelah update an terbaru ! Tolong lah kepada pihak monoton untuk memperbaiki nya .",login update data ulang update selesai selesai main ecek resource update aneh aja kesini main udah season loh kali ngerasa aneh banget update baru tolong monoton baik nya,3,neutral
